eventnumber,index,sequencenumber,yokedsequencenumber,istarget,presentationnumber,stimnumber,stim,response,correct,rt,stimname,time_stimon,time_stimoff,stimdur
1115,1751,5,8,0,62,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,336.20261568047636,336.3026084666667,0.09999278619034158
1116,1752,5,8,0,63,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,336.4026035988113,336.5025969714902,0.09999337267890951
1117,1753,5,8,0,64,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,336.6025982617648,336.7025922209323,0.09999395916747744
1118,1754,5,8,0,65,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,336.8025896990316,336.90258424468766,0.09999454565604537
1119,1755,5,8,0,66,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,337.002585828207,337.1025827198173,0.0999968916103171
1120,1756,5,8,0,67,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,337.20258107764903,337.30257855574837,0.09999747809933979
1121,1757,5,8,0,68,25,stimuli_orig\Goat2_face.jpg,0,0,0,Goat2_face.jpg,337.4025766203358,337.5025793768323,0.10000275649645118
1122,1758,5,8,0,69,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,337.602582426573,337.7025796114276,0.09999718485460107
1123,1759,5,8,0,70,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,337.8025677057094,337.9025634243426,0.09999571863318124
1124,1760,5,8,0,71,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,338.00256266190763,338.10255926027367,0.09999659836603314
1125,1761,5,8,1,72,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,338.2025558586397,338.30255275025,0.0999968916103171
1126,1762,5,8,0,73,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,338.4025531607922,338.50254770644824,0.09999454565604537
1127,1763,5,8,0,74,9,stimuli_orig\Chandelier1.jpg,1,1,0,Chandelier1.jpg,338.60254782374614,338.70254295589075,0.09999513214461331
1128,1764,5,8,0,75,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,338.8025430731882,338.90253820533326,0.09999513214506806
1129,1765,5,8,0,76,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,339.00253949560783,339.1025363872186,0.09999689161077185
1130,1766,5,8,0,77,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,339.20253474505034,339.3025289974621,0.09999425241176141
1131,1767,5,8,0,78,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,339.40253028773714,339.50252571312603,0.09999542538889727
1132,1768,5,8,0,79,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,339.6025316953096,339.7025194963471,0.09998780103751415
1133,1769,5,8,0,80,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,339.802521079866,339.9025141593006,0.09999307943462554
1134,1770,5,8,0,81,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,340.0025142765985,340.1025117546974,0.09999747809888504
1135,1771,5,8,0,82,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,340.2025098192853,340.30250993658274,0.10000011729744074
1136,1772,5,8,0,83,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,340.40250624170494,340.5025040130481,0.099997771343169
1137,1773,5,8,0,84,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,340.6025017843913,340.7024980895135,0.09999630512220392
1138,1774,5,8,0,85,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,340.8024949811238,340.9024921659784,0.09999718485460107
1139,1775,5,8,0,86,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,341.00249140354344,341.10248682893234,0.09999542538889727
1140,1776,5,8,0,87,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,341.20246817859515,341.3024826648634,0.10001448626826459
1141,1777,5,8,0,88,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,341.40248307540514,341.5024823129702,0.09999923756504359
1142,1778,5,8,0,89,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,341.60247861809194,341.7024714042823,0.09999278619034158
1143,1779,5,8,0,90,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,341.80247181482446,341.9024687064348,0.0999968916103171
1144,1780,5,8,0,91,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,342.0024667710222,342.1024651288544,0.09999835783219169
1145,1781,5,8,1,92,53,stimuli_targets\blacksquare.jpg,0,0,0,blacksquare.jpg,342.2024675921066,342.3024603782969,0.09999278619034158
1146,1782,5,8,0,93,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,342.4024558036858,342.5024532817847,0.09999747809888504
1147,1783,5,8,0,94,12,stimuli_orig\Cow4_body.jpg,1,1,0,Cow4_body.jpg,342.6024536923269,342.7024502906929,0.09999659836603314
1148,1784,5,8,0,95,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,342.8024504079908,342.9024443671583,0.09999395916747744
1149,1785,5,8,0,96,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,343.0024447777,343.1024399098451,0.09999513214506806
1150,1786,5,8,0,97,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,343.2024420798525,343.3024383849747,0.09999630512220392
1151,1787,5,8,0,98,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,343.40243469009647,343.50243216819536,0.09999747809888504
1152,1788,5,8,0,99,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,343.60243081927183,343.7024247784393,0.09999395916747744
1153,1789,5,8,0,100,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,343.80242665520245,343.9024241333018,0.09999747809933979
1154,1790,5,8,0,101,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,344.0024207316678,344.1024170367896,0.09999630512174917
1155,1791,5,8,0,102,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,344.2024180338203,344.30239527806316,0.0999772442428366
1156,1792,5,8,0,103,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,344.40240976433097,344.50240988162886,0.10000011729789549
1157,1793,5,8,0,104,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,344.6024067732392,344.70240102565094,0.09999425241176141
1158,1794,5,8,0,105,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,344.80240290241454,344.90240624539956,0.10000334298501912
1159,1795,5,8,0,106,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,345.0023937531928,345.1023929907574,0.09999923756458884
1160,1796,5,8,0,107,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,345.202390175612,345.30236829958767,0.0999781239756885
1161,1797,5,8,0,108,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,345.4023936358949,345.50238642208524,0.09999278619034158
1162,1798,5,8,0,109,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,345.60237334338944,345.7023804985506,0.10000715516116543
1163,1799,5,8,0,110,25,stimuli_orig\Goat2_face.jpg,0,0,0,Goat2_face.jpg,345.80238032260377,345.90237574799266,0.09999542538889727
1164,1800,5,8,0,111,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,346.0023749855577,346.1023539892658,0.09997900370808566
1165,1801,5,8,0,112,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,346.20238929587913,346.302391465887,0.10000217000788325
1166,1802,5,8,0,113,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,346.40235375467046,346.5023430219294,0.09998926725893398
1167,1803,5,8,0,114,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,346.6023144012861,346.7023321132415,0.10001771195538822
1168,1804,5,8,0,115,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,346.80233457649365,346.9023267761954,0.09999219970177364
1169,1805,5,8,0,116,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,347.00232396105,347.1023009120481,0.09997695099809789
1170,1806,5,8,0,117,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,347.2023438430133,347.30231756832427,0.09997372531097426
1171,1807,5,8,0,118,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,347.40230947478176,347.50231545696533,0.10000598218357482
1172,1808,5,8,0,119,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,347.6022924079639,347.7023271280882,0.10003472012431303
1173,1809,5,8,0,120,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,347.80228736416166,347.90231797886645,0.10003061470479224
1174,1810,5,8,0,121,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,348.00230343394924,348.1023014985367,0.09999806458745297
1175,1811,5,8,0,122,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,348.20229839014746,348.3022929358035,0.09999454565604537
1176,1812,5,8,0,123,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,348.4022748719549,348.5022955163531,0.10002064439822789
1177,1813,5,8,0,124,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,348.60230882964424,348.70228402117664,0.09997519153239409
1178,1814,5,8,0,125,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,348.8022741681684,348.9022845490167,0.10001038084828906
1179,1815,5,8,0,126,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,349.00228320009273,349.10228273090206,0.09999953080932755
1180,1816,5,8,0,127,52,stimuli_orig\Wrench1.jpg,0,0,0,Wrench1.jpg,349.2022828481995,349.30227710061126,0.09999425241176141
1181,1817,5,8,0,128,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,349.4023021436742,349.5023043136821,0.10000217000788325
1182,1818,5,8,0,129,22,stimuli_orig\Flower7.jpg,0,0,0,Flower7.jpg,349.60229006200916,349.7022854873985,0.09999542538935202
1183,1819,5,8,0,130,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,349.8022741681684,349.9022851355053,0.10001096733685699
1184,1820,5,8,0,131,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,350.0022697108552,350.10226279028984,0.09999307943462554
1185,1821,5,8,0,132,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,350.20225821567874,350.3022603856866,0.10000217000788325
1186,1822,5,8,0,133,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,350.40226900706875,350.5022418526469,0.09997284557812236
1187,1823,5,8,0,134,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,350.6022636700227,350.702262614343,0.09999894432030487
1188,1824,5,8,0,135,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,350.8022677167937,350.90226079622835,0.09999307943462554
1189,1825,5,8,0,136,2,stimuli_orig\Apple1.jpg,0,0,0,Apple1.jpg,351.0022615000148,351.1022613240684,0.09999982405361152
1190,1826,5,8,0,137,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,351.2022611481216,351.30224953564766,0.09998838752608208
1191,1827,5,8,0,138,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,351.4022540516098,351.50224683780016,0.09999278619034158
1192,1828,5,8,0,139,4,stimuli_orig\Bicycle1.jpg,0,0,0,Bicycle1.jpg,351.6022487145633,351.7022467791512,0.09999806458790772
1193,1829,5,8,0,140,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,351.80223985858584,351.90223293802046,0.09999307943462554
1194,1830,5,8,0,141,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,352.0022327620736,352.10222818746297,0.09999542538935202
1195,1831,5,8,0,142,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,352.20222742502756,352.3022237301493,0.09999630512174917
1196,1832,5,8,0,143,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,352.4022238474472,352.5022175133704,0.09999366592319348
1197,1833,5,8,0,144,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,352.6022188036454,352.7022151087672,0.09999630512174917
1198,1834,5,8,0,145,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,352.80221551930936,352.90221827580535,0.10000275649599644
1199,1835,5,8,0,146,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,353.00221839310325,353.1022047279189,0.09998633481563957
1200,1836,5,8,0,147,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,353.2022042587282,353.3022017368271,0.09999747809888504
1201,1837,5,8,0,148,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,353.40220302710213,353.5021958132925,0.09999278619034158
1202,1838,5,8,0,149,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,353.6021604480302,353.70219311544497,0.10003266741478001
1203,1839,5,8,0,150,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,353.802191766521,353.9021877783989,0.09999601187791995
1204,1840,5,8,0,151,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,354.00218613623065,354.10218126837526,0.09999513214461331
1205,1841,5,8,0,152,15,stimuli_orig\Deer2_body.jpg,0,0,0,Deer2_body.jpg,354.202182265406,354.3021782772835,0.09999601187746521
1206,1842,5,8,0,153,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,354.4021763418709,354.50217264699313,0.09999630512220392
1207,1843,5,8,0,154,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,354.60215722234307,354.7021699491456,0.10001272680256079
1208,1844,5,8,0,155,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,354.8021914732767,354.90216373236626,0.09997225908955443
1209,1845,5,8,0,156,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,355.00216238344274,355.10215722234307,0.09999483890032934
1210,1846,5,8,0,157,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,355.20215645990766,355.3021521785413,0.09999571863363599
1211,1847,5,8,0,158,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,355.40215229583873,355.5020966967204,0.09994440088166812
1212,1848,5,8,0,159,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,355.60214754528124,355.70214297067014,0.09999542538889727
1213,1849,5,8,0,160,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,355.80214455418945,355.90213792686836,0.09999337267890951
1214,1850,5,8,0,161,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,356.00213980363196,356.1021328830666,0.09999307943462554
1215,1851,5,8,0,162,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,356.20213417334116,356.3021293054858,0.09999513214461331
1216,1852,5,8,0,163,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,356.4021303025165,356.5021304198144,0.10000011729789549
1217,1853,5,8,0,164,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,356.6021264316919,356.70212273681364,0.09999630512174917
1218,1854,5,8,0,165,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,356.80212226762296,356.9021165200347,0.09999425241176141
1219,1855,5,8,0,166,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,357.0021163440879,357.10210825054537,0.09999190645748968
1220,1856,5,8,0,167,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,357.2021098340647,357.30210613918644,0.09999630512174917
1221,1857,5,8,0,168,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,357.4021068429729,357.5020615074045,0.09995466443160694
1222,1858,5,8,0,169,2,stimuli_orig\Apple1.jpg,0,0,0,Apple1.jpg,357.6021017991711,357.7020998637586,0.09999806458745297
1223,1859,5,8,0,170,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,357.80209587563604,357.90209071453637,0.09999483890032934
1224,1860,5,8,0,171,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,358.00208936561285,358.10208801668887,0.0999986510760209
1225,1861,5,8,0,172,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,358.20205939604557,358.3020826796428,0.10002328359723833
1226,1862,5,8,0,173,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,358.402037930563,358.50207880881817,0.10004087825518582
1227,1863,5,8,0,174,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,358.6020343529826,358.7020772839478,0.10004293096517358
1228,1864,5,8,0,175,4,stimuli_orig\Bicycle1.jpg,0,0,0,Bicycle1.jpg,358.8020287226923,358.90206725499274,0.10003853230045934
1229,1865,5,8,0,176,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,359.00202807755477,359.10206221119097,0.10003413363619984
1230,1866,5,8,0,177,25,stimuli_orig\Goat2_face.jpg,0,0,0,Goat2_face.jpg,359.2020244999744,359.3020586336106,0.10003413363619984
1231,1867,5,8,0,178,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,359.40203089270017,359.502054762786,0.10002387008580627
1232,1868,5,8,0,179,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,359.60204872195345,359.7020503054723,0.10000158351886057
1233,1869,5,8,0,180,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,359.8020659647177,359.9020458481591,0.0999798834413923
1234,1870,5,8,0,181,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,360.00205681549596,360.1020393381359,0.099982522639948
1235,1871,5,8,0,182,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,360.2020403351662,360.3020407457084,0.10000041054217945
1236,1872,5,8,0,183,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,360.40203118594445,360.5020307167533,0.0999995308088728
1237,1873,5,8,0,184,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,360.6020276083641,360.70202537970727,0.099997771343169
1238,1874,5,8,0,185,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,360.8020340010894,360.90202444132547,0.09999044023606984
1239,1875,5,8,0,186,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,361.0020057909883,361.1020193975237,0.10001360653541269
1240,1876,5,8,0,187,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,361.20201364993545,361.3020149402105,0.10000129027503135
1241,1877,5,8,0,188,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,361.40202326834833,361.5019770530471,0.09995378469875504
1242,1878,5,8,0,189,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,361.60201147992757,361.70200162691935,0.09999014699178588
1243,1879,5,8,0,190,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,361.8020102483015,361.9019833871239,0.09997313882240633
1244,1880,5,8,0,191,52,stimuli_orig\Wrench1.jpg,0,0,0,Wrench1.jpg,362.0019606313667,362.10194901889236,0.09998838752562733
1245,1881,5,8,0,192,22,stimuli_orig\Flower7.jpg,0,0,0,Flower7.jpg,362.20194913619025,362.30194280211344,0.09999366592319348
1246,1882,5,8,0,193,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,362.4019643262445,362.5019647367867,0.10000041054217945
1247,1883,5,8,0,194,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,362.6019375823648,362.7019555875645,0.10001800519967219
1248,1884,5,8,0,195,15,stimuli_orig\Deer2_body.jpg,0,0,0,Deer2_body.jpg,362.8019351777616,362.90192943017337,0.09999425241176141
1249,1885,5,8,0,196,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,363.00194010426594,363.10193523641055,0.09999513214461331
1250,1886,5,8,0,197,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,363.2019479632131,363.301947494022,0.0999995308088728
1251,1887,5,8,0,198,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,363.4019458518542,363.5019365853341,0.09999073347989906
1252,1888,5,8,0,199,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,363.60191353633263,363.7019098414544,0.09999630512174917
1253,1889,5,8,0,200,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,363.8019301926088,363.9019303099062,0.10000011729744074
1254,1890,5,8,0,201,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,364.0019289609827,364.1019428607624,0.10001389977969666
1255,1891,5,8,0,202,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,364.2019218644705,364.3019181695927,0.09999630512220392
1256,1892,5,8,0,203,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,364.401915061203,364.5019403975102,0.1000253363072261
1257,1893,5,8,0,204,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,364.60191881472974,364.70191541309623,0.09999659836648789
1258,1894,5,8,0,205,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,364.80192080879124,364.901908316584,0.09998750779277543
1259,1895,5,8,0,206,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,365.0019304272041,365.10190649846936,0.09997607126524599
1260,1896,5,8,0,207,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,365.2019039765687,365.3018979357362,0.09999395916747744
1261,1897,5,8,0,208,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,365.40190391791975,365.50191957716515,0.10001565924540046
1262,1898,5,8,0,209,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,365.60189652816325,365.70188990084216,0.09999337267890951
1263,1899,5,8,0,210,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,365.801902920889,365.9019027449426,0.09999982405361152
1264,1900,5,8,0,211,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,366.00187881620786,366.10189946060655,0.10002064439868263
1265,0,6,0,0,0,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,376.96832375108715,377.0683268008279,0.10000304974073515
1266,1,6,0,0,1,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,377.16830727075785,377.2683088542767,0.10000158351886057
1267,2,6,0,0,2,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,377.3682664511516,377.4683023442535,0.10003589310190364
1268,3,6,0,0,3,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,377.568296303421,377.6682937815199,0.09999747809888504
1269,4,6,0,0,4,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,377.76829213935207,377.86828756474097,0.09999542538889727
1270,5,6,0,0,5,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,377.9682885617717,378.06828310742776,0.09999454565604537
1271,6,6,0,0,6,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,378.16828410445805,378.2682818758017,0.09999777134362375
1272,7,6,0,0,7,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,378.36828140661055,378.4682785914656,0.09999718485505582
1273,8,6,0,0,8,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,378.5682828141835,378.66828674365706,0.10000392947358705
1274,9,6,0,0,9,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,378.7682815825574,378.86826791737303,0.09998633481563957
1275,10,6,0,0,10,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,378.9682656887162,379.0682596478837,0.09999395916747744
1276,11,6,0,0,11,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,379.16826035167014,379.2682543108376,0.09999395916747744
1277,12,6,0,0,12,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,379.36825413489123,379.4682539589444,0.09999982405315677
1278,13,6,0,0,13,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,379.5682514370437,379.6682468624326,0.09999542538889727
1279,14,6,0,0,14,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,379.7682446337758,379.8682400591647,0.09999542538889727
1280,15,6,0,0,15,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,379.9682419359283,380.06823589509577,0.09999395916747744
1281,16,6,0,0,16,20,stimuli_orig\Flower5.jpg,0,0,0,Flower5.jpg,380.1682354259051,380.26823202427113,0.09999659836603314
1282,17,6,0,0,17,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,380.3682330213019,380.46819003168775,0.09995701038587868
1283,18,6,0,0,18,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,380.5682265112782,380.66822135017856,0.09999483890032934
1284,19,6,0,1,19,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,380.7682205877436,380.86821659962106,0.09999601187746521
1285,20,6,0,0,20,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,380.96821671691896,381.0682127287964,0.09999601187746521
